기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20224,D,발달상권,3120093,연희동,476335,222556,253779,39288,168014,86890,63441,50302,68401,96976,93375,66091,67482,94273,58138,66301,66984,67480,67534,68832,70749,68456
20224,A,골목상권,3110582,이대역 5번,509930,210134,299799,44262,173834,86298,66486,59012,80040,151924,111128,55431,52384,73002,66062,71942,71629,72239,71342,71800,74800,76178
20224,A,골목상권,3110580,양원초등학교,759609,357802,401807,79563,200519,133356,110366,104196,131612,214170,155656,83460,84290,119444,102590,109459,108463,107962,107801,108566,108482,108879
20224,A,골목상권,3110569,홍대땡땡거리,887443,401046,486397,85185,334951,160151,103212,93937,110008,216777,174622,111992,115212,158384,110456,122051,123091,125634,123768,127561,135086,130251
20224,A,골목상권,3110566,경의선책거리,1611756,716400,895357,183102,580934,326652,221753,133692,165625,273535,283145,236885,272373,357287,188530,214136,218455,222641,225972,235533,255283,239735
20224,A,골목상권,3110526,봉원사,150388,53282,97106,20885,57162,22744,14918,14163,20516,30373,36041,25194,23378,21534,13866,22609,23985,23740,23585,22228,17126,17115
20224,A,골목상권,3110520,경의중앙 신촌역,615198,235413,379784,55153,301682,96952,54629,50651,56130,124660,120098,83808,86559,123955,76116,84822,86164,87576,87800,89115,90242,89479
20224,A,골목상권,3110511,연희초등학교,953274,479453,473821,77497,436521,142489,93537,84282,118949,265645,200628,108289,102785,148220,127707,137454,139855,138282,137358,134690,130674,134959
20224,A,골목상권,3110509,연희대우아파트앞,884422,374242,510179,81862,329058,172179,106830,82572,111920,255840,183435,97294,99065,137592,111197,123720,122820,122391,122869,125304,134155,133164
20223,D,발달상권,3120104,연남동(홍대),4828866,2134507,2694359,476700,1460390,1070089,757259,487064,577366,1014057,839237,636469,722457,1012140,604508,664236,673698,682921,685135,699565,734671,688638
20223,D,발달상권,3120103,홍대입구역(홍대),4044374,1933104,2111270,496574,1744929,816281,441331,270545,274713,740100,544136,542887,669945,982276,565029,523331,517166,533341,552735,605730,695563,616508
20223,D,발달상권,3120096,"이화여대(이대역, 이대)",1368473,480992,887482,115435,628706,232854,131892,121385,138201,350584,285592,170566,170868,224198,166664,194261,198120,199776,197566,195078,194229,189442
20223,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",6806218,3116819,3689399,769468,3113663,1090277,647808,535436,649565,1213817,1182853,978946,1044607,1529344,856651,932827,959084,973963,976208,1005970,1019882,938284
20223,D,발달상권,3120093,연희동,452430,212872,239556,37405,156803,85500,59927,46984,65809,92485,89283,63918,63879,88452,54412,63260,64467,65094,65021,65203,65493,63891
20223,A,골목상권,3110582,이대역 5번,491026,203961,287064,43995,165133,81679,64204,56583,79431,147924,107461,53108,50338,69557,62637,70209,70418,69909,69076,67953,70704,72757
20223,A,골목상권,3110580,양원초등학교,729156,340117,389041,77518,186210,126809,105349,102532,130737,207443,150436,80680,80713,112820,97065,105244,105959,105508,105066,104712,101545,101123
20223,A,골목상권,3110569,홍대땡땡거리,911551,414550,497000,92979,331687,167254,106653,96624,116354,218625,180273,115798,118095,164472,114287,125887,128613,129461,129280,130325,135272,132711
20223,A,골목상권,3110566,경의선책거리,1596789,713627,883161,195694,561255,324793,218494,131659,164894,276544,279155,235226,268354,353579,183932,214987,219183,222477,225752,232808,248112,233470
20223,A,골목상권,3110526,봉원사,137556,51983,85574,20460,46160,22603,14341,14051,19940,28059,33128,22898,21099,19441,12930,20584,21778,21998,21664,20164,15918,15451
20223,A,골목상권,3110520,경의중앙 신촌역,597168,235501,361666,56826,281128,97154,53716,50234,58107,119640,117131,82130,85898,119871,72497,82964,84954,86768,85744,85381,85905,85451
20223,A,골목상권,3110511,연희초등학교,885766,450068,435698,70274,389704,138646,87916,80081,119147,244807,187420,102058,96536,137521,117426,127245,129909,129705,128417,125178,120831,124481
20223,A,골목상권,3110509,연희대우아파트앞,935987,402035,533952,96541,333326,185539,119179,85420,115983,247408,188462,108318,116856,155509,119436,131507,129613,129551,133051,133377,140089,138802
20222,D,발달상권,3120104,연남동(홍대),4931240,2187964,2743275,452944,1504886,1110201,768784,494319,600108,1029305,859834,651219,738645,1036747,615488,669941,674413,686605,693184,720564,776860,709674
20222,D,발달상권,3120103,홍대입구역(홍대),4084992,1957059,2127933,495970,1758637,823942,445366,275879,285199,715309,553636,550008,670180,1011519,584340,517695,525675,537193,555063,616028,725452,607886
20222,D,발달상권,3120096,"이화여대(이대역, 이대)",1423029,496482,926546,129819,651930,238383,132048,127778,143071,362644,297692,179787,177354,233061,172490,202387,204512,206506,203904,204043,204379,197297
20222,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",6723607,3081928,3641679,776099,3057130,1070418,647072,536894,635993,1164809,1169721,974397,1043481,1532395,838805,917751,941292,953228,952614,996541,1036729,925452
20222,D,발달상권,3120093,연희동,460283,217464,242818,38255,161908,85923,59047,46533,68616,96993,91184,64000,63507,88574,56025,64460,65243,65655,65328,66010,68175,65413
20222,A,골목상권,3110582,이대역 5번,509836,217392,292444,46842,170440,81554,67943,62150,80908,154933,112321,54692,51513,71607,64769,72974,71902,71187,71566,70591,74352,77266
20222,A,골목상권,3110580,양원초등학교,758290,353364,404926,84057,195014,124403,118030,103180,133609,225418,155007,80833,81682,114523,100827,109247,108801,109394,108971,108845,107601,105432
20222,A,골목상권,3110569,홍대땡땡거리,976741,441768,534973,99371,348847,179928,114956,104942,128698,237743,193153,122513,125310,175232,122792,135127,137150,137815,137032,139563,147644,142409
20222,A,골목상권,3110566,경의선책거리,1513826,680689,833137,170181,541421,309762,204929,123899,163634,281580,267745,216388,243718,328130,176266,203993,206052,208356,211472,219660,242437,221855
20222,A,골목상권,3110526,봉원사,144308,54979,89329,24497,46673,23415,15133,14605,19985,28871,34844,24053,22229,20652,13658,22145,22942,22350,22147,21552,16752,16419
20222,A,골목상권,3110520,경의중앙 신촌역,599549,236930,362620,59863,283121,98718,51670,50851,55324,118572,117015,83251,86576,121075,73061,83161,84429,86003,85536,86423,88476,85522
20222,A,골목상권,3110511,연희초등학교,912351,467377,444975,74859,400143,145889,87596,80676,123190,253210,194105,105902,99219,140721,119195,131995,132525,131398,131806,129326,125593,129708
20222,A,골목상권,3110509,연희대우아파트앞,919274,394481,524793,89782,330308,183190,115596,85201,115196,248542,188734,103229,109095,149172,120500,128178,126842,127329,128572,128966,139894,139492
20221,D,발달상권,3120104,연남동(홍대),4717908,2127097,2590811,451053,1387592,1048598,738588,482076,610001,1008164,854904,631977,719043,966535,537284,650158,651697,662558,667683,684314,718994,682503
20221,D,발달상권,3120103,홍대입구역(홍대),3343550,1573256,1770294,408997,1284098,721275,404940,249144,275097,445997,495987,500931,633724,917221,349692,445773,451716,462304,474060,501143,536709,471846
20221,D,발달상권,3120096,"이화여대(이대역, 이대)",1337986,479539,858447,117329,585227,234408,131407,128659,140957,336592,279325,170472,169022,218963,163612,190443,188614,190386,192165,195578,193651,187147
20221,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",5796825,2677721,3119105,628662,2546060,957334,585626,489382,589760,979761,1029587,869619,951445,1330858,635556,812704,808113,819898,833654,861861,866116,794479
20221,D,발달상권,3120093,연희동,482630,226936,255692,41989,163953,94627,60416,50821,70824,99567,95527,67826,69069,93281,57357,67365,67200,68263,69999,70870,71240,67691
20221,A,골목상권,3110582,이대역 5번,531648,227597,304051,45519,174783,88518,73700,64593,84535,158988,116365,58273,54142,75238,68643,74560,73756,74407,74862,74603,78750,80708
20221,A,골목상권,3110580,양원초등학교,761807,355478,406330,83841,186189,126525,127822,108998,128431,220222,154766,84489,84632,115482,102216,108691,109091,110276,109731,110168,109146,104703
20221,A,골목상권,3110569,홍대땡땡거리,927919,427725,500195,95420,317724,169183,112928,103227,129438,227746,182845,117498,121481,163462,114889,129851,129790,131245,132091,134295,137643,133007
20221,A,골목상권,3110566,경의선책거리,1434633,641328,793305,169269,491002,293214,193027,119099,169026,269390,257993,210183,235600,303063,158402,196033,198095,200860,204734,209963,219617,205331
20221,A,골목상권,3110526,봉원사,127018,50593,76424,16422,40595,21624,14085,14382,19909,26984,30165,19897,18655,18394,12925,19341,18925,18761,19794,18921,15731,15544
20221,A,골목상권,3110520,경의중앙 신촌역,513769,204800,308970,49989,230671,88468,46220,46828,51595,99801,100195,72688,76860,104021,60206,72058,72071,72907,73939,75040,74838,72916
20221,A,골목상권,3110511,연희초등학교,871787,445532,426256,68186,360255,151210,86303,82373,123459,238973,180716,99970,95229,137644,119255,124961,123212,125341,126509,125935,122444,123386
20221,A,골목상권,3110509,연희대우아파트앞,934154,405794,528360,99649,322169,188765,118114,85723,119734,244658,192324,108457,113318,152011,123385,129573,129413,131100,132270,132518,140083,139196
20214,D,발달상권,3120104,연남동(홍대),4704637,2126864,2577772,416332,1406430,1053841,733335,478855,615845,1041275,847446,613778,686914,952929,562294,650301,647558,661875,663685,680442,724008,676770
20214,D,발달상권,3120103,홍대입구역(홍대),3613103,1705257,1907846,377730,1487430,771013,432012,260886,284033,553885,523412,524886,642875,928680,439365,470943,476998,490484,504678,542815,605108,522077
20214,D,발달상권,3120096,"이화여대(이대역, 이대)",1333517,480154,853362,104556,600094,225717,136163,126505,140481,334665,278873,170442,169555,218406,161575,189239,191883,191861,191966,190039,192514,186015
20214,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",5774496,2685707,3088789,534158,2506826,983590,610619,525722,613579,956266,1008742,878748,949871,1321175,659693,787867,807923,817262,821193,850022,886657,803570
20214,D,발달상권,3120093,연희동,501410,235150,266260,41874,167149,98494,65998,53855,74039,101719,98640,70578,72085,98337,60051,70312,71428,71629,71790,72997,73404,69851
20214,A,골목상권,3110582,이대역 5번,511010,218803,292206,45499,169745,84161,72422,59116,80067,155245,112310,55354,51804,70731,65566,72570,71819,71461,71869,71045,74859,77388
20214,A,골목상권,3110580,양원초등학교,747313,342453,404860,80667,187312,123645,120314,108020,127355,220550,151156,82219,82394,111054,99939,108433,107778,107804,107284,107491,105949,102574
20214,A,골목상권,3110569,홍대땡땡거리,942951,438684,504267,87917,314166,175884,116241,109592,139152,229090,186680,119004,123482,167235,117460,131850,132692,133992,133942,135240,139865,135370
20214,A,골목상권,3110566,경의선책거리,1567453,704452,863000,177486,551573,323018,204394,130324,180657,301669,282851,224508,249954,329430,179042,214394,216253,219958,222044,227394,242903,224508
20214,A,골목상권,3110526,봉원사,132204,51990,80214,16653,43378,21157,15260,15185,20572,27142,32039,21301,19851,18934,12936,19566,20408,20655,20251,19450,16057,15818
20214,A,골목상권,3110520,경의중앙 신촌역,507241,203557,303685,43558,232477,84824,48690,46435,51257,96455,98214,72486,76364,104437,59287,69901,70624,71740,71791,73403,75959,73826
20214,A,골목상권,3110511,연희초등학교,877387,443496,433892,65943,364771,150964,86042,83666,126003,242139,183900,100669,95667,137048,117964,126447,127504,126945,126509,125697,121915,122371
20214,A,골목상권,3110509,연희대우아파트앞,914307,409966,504340,97310,313515,189426,110280,85638,118138,241170,188085,104078,109846,149880,121249,129008,126914,126792,127498,128832,137519,137747
20213,D,발달상권,3120104,연남동(홍대),4491347,2056279,2435068,405257,1252626,1001102,726941,474167,631257,1012895,835252,600299,659980,868580,514341,630670,628077,641492,645146,649907,663445,632612
20213,D,발달상권,3120103,홍대입구역(홍대),3234017,1531066,1702950,321525,1204844,720570,428272,261968,296838,454373,516963,514451,619474,803353,325402,444024,446451,461894,474509,483340,485336,438464
20213,D,발달상권,3120096,"이화여대(이대역, 이대)",1123788,407847,715940,91303,480319,190443,124633,109138,127953,277632,231698,144225,145730,188471,136031,159532,160201,163526,164922,161846,162938,150822
20213,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",5265865,2425675,2840191,478229,2219535,925584,559668,496653,586196,843459,955557,838807,903826,1176522,547693,733896,737679,753025,767725,785353,778350,709838
20213,D,발달상권,3120093,연희동,493839,231372,262467,41033,161918,96705,62832,53528,77824,99517,96716,70227,71235,97347,58795,68879,70225,70706,71642,71830,71931,68626
20213,A,골목상권,3110582,이대역 5번,575023,249723,325301,60907,175130,92558,84559,70911,90959,171684,124619,63658,59845,81848,73371,81511,79177,84111,80106,80502,84365,85251
20213,A,골목상권,3110580,양원초등학교,715005,327835,387171,76901,178926,118349,119153,102983,118691,213423,145907,78088,77523,104945,95116,102940,103606,103252,102668,103797,101728,97012
20213,A,골목상권,3110569,홍대땡땡거리,900818,420812,480007,86009,297128,162443,109579,107813,137845,212126,177569,116508,121559,162620,110439,125434,126207,128867,130088,132317,131795,126112
20213,A,골목상권,3110566,경의선책거리,1487491,677384,810107,172734,501802,301972,198673,129094,183217,295005,274184,213872,233972,303900,166558,203485,203822,211636,217100,218710,223968,208769
20213,A,골목상권,3110526,봉원사,121435,48231,73203,15047,38527,20317,13997,14281,19265,25595,29247,19060,17833,17459,12242,18003,18438,18627,19045,18394,14482,14446
20213,A,골목상권,3110520,경의중앙 신촌역,598877,233110,365766,47277,274950,102820,58123,54796,60910,132676,119969,81009,83858,111681,69682,82679,84015,85840,86971,87128,87652,84593
20213,A,골목상권,3110511,연희초등학교,832844,412728,420117,59260,344568,138100,80639,81316,128961,230540,171275,93792,90286,132349,114601,117809,119486,120575,122012,121233,116106,115625
20213,A,골목상권,3110509,연희대우아파트앞,882384,399111,483273,101896,288827,178479,108795,85773,118614,233846,182124,101088,105131,142884,117309,123525,121543,124721,125083,125458,131577,130475
20212,D,발달상권,3120104,연남동(홍대),4579235,2069055,2510181,395738,1368033,1027792,719757,443892,624023,961159,828109,613208,685546,953139,538072,634023,637119,649667,647997,665739,692847,651843
20212,D,발달상권,3120103,홍대입구역(홍대),3787725,1790758,1996967,380928,1476137,833783,484682,289866,322331,519238,575322,568359,694963,1019471,410373,508215,521066,537740,534565,568908,599315,517916
20212,D,발달상권,3120096,"이화여대(이대역, 이대)",1101788,397720,704068,101303,473175,179036,120743,106400,121128,250761,218245,150125,153550,196919,132187,157236,159654,159141,159495,159195,158385,148681
20212,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",5472686,2515374,2957311,538654,2341684,930150,571430,494434,596334,841348,965789,850008,919008,1305223,591307,758577,775898,782410,782963,811824,820903,740108
20212,D,발달상권,3120093,연희동,546044,252925,293119,48367,175561,105488,70779,59598,86251,108699,106873,77955,78696,108740,65082,77177,77907,77951,78182,78720,79587,76518
20212,A,골목상권,3110582,이대역 5번,672129,281015,391113,65567,223235,102051,92750,83184,105339,185641,142579,81199,77042,100773,84893,94824,95215,95618,94459,94572,98699,98740
20212,A,골목상권,3110580,양원초등학교,603115,271186,331929,68817,158706,94052,96305,85956,99279,188539,126865,66114,62518,80198,78883,88067,88285,89494,86553,87169,83001,80548
20212,A,골목상권,3110569,홍대땡땡거리,904754,420876,483878,81234,301064,163807,109736,108181,140731,214239,175916,115105,121858,164759,112877,126516,128425,129088,128683,130436,133758,127849
20212,A,골목상권,3110566,경의선책거리,1552205,708285,843921,163727,534835,316444,207014,137062,193122,295347,280064,220122,246337,330951,179382,211389,215238,222376,218396,224703,239328,220776
20212,A,골목상권,3110526,봉원사,127584,49844,77740,17537,41139,20401,14301,14411,19794,26654,30630,20123,18831,18475,12869,19458,19922,19162,19537,19105,15318,15082
20212,A,골목상권,3110520,경의중앙 신촌역,582632,231217,351414,53194,259130,95327,61570,55012,58397,111398,108776,81775,87512,123416,69754,80576,82497,82054,82286,82948,86865,85408
20212,A,골목상권,3110511,연희초등학교,815338,405297,410041,62170,338157,130362,79522,77761,127368,234116,169774,89408,84621,124921,112497,116966,117825,117422,117376,116267,114450,115032
20212,A,골목상권,3110509,연희대우아파트앞,893908,404495,489414,102070,298758,178706,110717,85773,117882,248065,184023,98694,102493,141749,118885,124485,124772,126914,124522,126571,134068,132578
20211,D,발달상권,3120104,연남동(홍대),4305542,1951826,2353717,387173,1239462,954099,682577,407594,634637,913802,798229,581878,647662,872001,491969,603345,608131,615413,609893,612977,643021,612763
20211,D,발달상권,3120103,홍대입구역(홍대),3450923,1638233,1812689,354247,1281766,769435,458835,269107,317533,494880,544573,528971,644946,892142,345412,473027,486637,496460,490692,502589,528948,472572
20211,D,발달상권,3120096,"이화여대(이대역, 이대)",1024584,380844,643741,84348,430504,169219,117915,103435,119161,234775,202279,138841,143071,183790,121829,146705,149306,149195,147374,145284,146582,140138
20211,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",4879559,2259741,2619818,434624,2092126,847883,514973,440556,549399,750205,851147,759781,844608,1165752,508066,683979,695207,703439,693008,695493,735414,673020
20211,D,발달상권,3120093,연희동,534937,249209,285729,46339,171495,103033,67577,57396,89098,108618,105521,75179,76654,105033,63933,75940,76696,77238,76445,75911,77509,75197
20211,A,골목상권,3110582,이대역 5번,581896,250029,331868,52143,198900,87856,78985,73949,90066,159492,123086,71182,67095,87972,73069,82747,82837,82066,82423,81580,84560,85683
20211,A,골목상권,3110580,양원초등학교,538925,250354,288571,55958,148939,84623,83589,79264,86548,171107,115672,58814,54049,69034,70249,79344,78984,78553,78491,77045,73906,72602
20211,A,골목상권,3110569,홍대땡땡거리,888287,415745,472542,81925,285902,158726,107437,108685,145616,210253,172891,114467,121324,160598,108756,126250,127007,128005,126285,124736,129485,126519
20211,A,골목상권,3110566,경의선책거리,1455511,666686,788824,150390,477831,298556,193962,135548,199223,284159,269018,208557,231520,299604,162651,203123,206198,208468,205337,207693,218543,206149
20211,A,골목상권,3110526,봉원사,122269,48672,73598,13157,40416,19637,14361,13981,20717,26778,28760,18329,17519,17995,12889,18270,18886,18930,18390,17566,15202,15024
20211,A,골목상권,3110520,경의중앙 신촌역,540167,219401,320766,46043,236270,89261,58898,51812,57882,101126,100295,76700,83279,116052,62714,75270,76665,76997,76318,75740,80048,79130
20211,A,골목상권,3110511,연희초등학교,800360,398340,402021,56421,329282,127273,77718,77171,132498,228028,163943,86827,83630,125196,112735,114640,116271,115836,114865,112683,112411,113654
20211,A,골목상권,3110509,연희대우아파트앞,889923,402053,487869,97166,285646,180968,116579,86951,122612,243168,185226,101052,103168,140290,117021,125213,125559,124470,125420,125750,131747,131764
20204,D,발달상권,3120104,연남동(홍대),4276438,1930910,2345528,371280,1239591,956852,669821,404552,634340,928270,800868,564888,612637,843533,526242,602561,608631,612968,603030,620716,635122,593411
20204,D,발달상권,3120103,홍대입구역(홍대),3748298,1792184,1956114,363564,1470671,818237,482938,287027,325860,643754,590656,543095,634869,876114,459809,505409,519177,527276,522635,561145,593304,519351
20204,D,발달상권,3120096,"이화여대(이대역, 이대)",1076059,397351,678708,87150,465715,171061,121954,105398,124783,241837,212054,146261,149694,196513,129700,155520,157327,157077,152622,153338,153709,146466
20204,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",4844428,2244466,2599962,373367,2168471,846516,499016,426981,530076,791103,830762,733023,806839,1119748,562952,680870,700726,701687,679464,703768,729124,648789
20204,D,발달상권,3120093,연희동,516283,243321,272962,42273,166419,98381,65665,56719,86826,102742,102599,73486,73810,101549,62096,73020,74298,74318,73333,73936,74698,72679
20204,A,골목상권,3110582,이대역 5번,622429,262431,359997,55791,219323,93315,81613,78272,94112,161735,127937,78863,75466,99494,78933,89678,89494,88001,87057,87604,90886,89707
20204,A,골목상권,3110580,양원초등학교,542188,258561,283627,52873,148742,82561,84256,79279,94479,171070,118048,61426,55487,67748,68408,80213,79637,80308,78196,77900,73476,72460
20204,A,골목상권,3110569,홍대땡땡거리,885811,407114,478697,87043,286972,155921,104224,109226,142427,211255,173276,113220,119825,159413,108823,123874,125935,127073,124506,126748,132435,125239
20204,A,골목상권,3110566,경의선책거리,1491043,678144,812899,153328,490101,304655,196015,143173,203771,290200,277297,211980,231504,306628,173434,207380,210236,213165,209466,216634,225266,208894
20204,A,골목상권,3110526,봉원사,130987,51435,79551,14200,46439,19655,14782,14602,21310,28421,31115,19794,18834,19227,13595,20062,20266,20155,19359,18524,16383,16238
20204,A,골목상권,3110520,경의중앙 신촌역,611927,244766,367161,44924,284401,100007,64407,54180,64007,129736,114759,82783,87719,123366,73564,85772,87986,88548,85657,86966,89984,87014
20204,A,골목상권,3110511,연희초등학교,832689,417894,414796,58137,357055,130148,80124,77886,129342,244988,173281,89153,84451,125941,114875,120095,121457,120860,117903,117672,116110,118591
20204,A,골목상권,3110509,연희대우아파트앞,911521,407890,503629,97259,292556,185927,119170,89292,127318,248560,188505,102796,106809,145349,119501,127740,128265,128726,128178,130477,134529,133605
20203,D,발달상권,3120104,연남동(홍대),4494176,2020436,2473741,403864,1345827,977166,687202,425603,654513,965072,831585,595750,650130,893451,558187,628923,638770,634943,643832,659752,667842,620115
20203,D,발달상권,3120103,홍대입구역(홍대),3936110,1872205,2063905,394872,1578925,840802,491425,291929,338156,674778,600681,557735,663971,933642,505304,526993,547177,549487,553105,594077,626841,538431
20203,D,발달상권,3120096,"이화여대(이대역, 이대)",1145239,427758,717480,106474,482305,179867,129833,111995,134763,256018,224218,155045,161273,210145,138540,161823,164642,164407,165761,167102,165802,155702
20203,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",5459828,2497548,2962280,451588,2480960,922157,542600,490032,572492,878837,916046,826529,912425,1277330,648661,755997,787288,778647,778686,813164,826948,719096
20203,D,발달상권,3120093,연희동,523057,246378,276679,42324,165666,98462,68558,57875,90171,100659,103183,75993,75840,104496,62885,73147,74735,74428,75144,76194,76532,72878
